pfam_id,primary_role,resistant,reason
PF14220,other,no,The domain is functionally uncharacterised and does not indicate a specific role in biosynthesis or resistance.
PF14221,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14224,other,no,The domain is functionally uncharacterized and does not fit into the specified categories for biosynthetic gene clusters.
PF14226,other,no,"The domain is related to dioxygenase activity, which is not specific to biosynthetic gene clusters."
PF14229,other,no,The domain is functionally uncharacterized and does not fit into the specific biosynthetic roles.
PF14230,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14231,other,no,"The GXWXG domain does not have a specific role in biosynthesis, modification, transport, or regulation related to BGCs."
PF14232,other,no,The domain is not specifically linked to biosynthetic functions or resistance.
PF14233,other,no,The domain is functionally uncharacterised and does not fit into the specific biosynthetic roles.
PF14234,other,no,The domain has no specific function described related to biosynthesis or resistance.
PF14235,other,no,"The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis, modification, transport, or regulation."
PF14237,other,no,"The GYF_2 domain is involved in protein interactions and gene regulation, but does not directly relate to biosynthetic processes or resistance."
PF14238,other,no,The domain DUF4340 does not indicate a specific biosynthetic function or resistance mechanism based on its description.
PF14239,other,no,"The RRXRR domain does not have a specific role in biosynthesis, modification, transport, or regulation related to BGCs."
PF14240,other,no,"The YHYH domain does not have a specific role in biosynthesis, modification, transport, or regulation related to BGCs."
PF14242,other,no,"The description does not indicate a specific biosynthetic function, modification, transport, or regulatory role."
PF14243,other,no,"The domain is involved in peptide ligation reactions but does not directly relate to biosynthetic backbone assembly, tailoring, transport, or regulation."
PF14245,other,no,"Pilin_PilA is involved in the formation of type IV pili for motility, not directly related to biosynthetic functions or resistance."
PF14246,regulation,no,"TetR_C_7 is a transcriptional regulator domain, which is involved in gene expression regulation."
PF14247,other,no,The domain is a putative metallopeptidase with no specific role in biosynthesis or resistance.
PF14248,other,no,"The description does not indicate a specific biosynthetic function, modification, transport, or regulation role."
PF14249,tailoring,no,Tocopherol cyclases modify the product scaffold by synthesizing tocopherols and tocotrienols.
PF14250,regulation,no,"AbrB-like proteins are transcriptional regulators, not directly involved in biosynthesis or resistance."
PF14252,other,no,The domain is not specifically linked to biosynthetic functions or resistance mechanisms.
PF14253,other,yes,"The protein confers resistance to bacteriophage, indicating a protective role."
PF14254,other,no,"The description does not indicate a specific biosynthetic function or resistance role, suggesting it is a domain of unknown function."
PF14255,other,no,The domain is not directly involved in biosynthetic processes or resistance mechanisms.
PF14256,other,no,"The YwiC-like protein family is functionally uncharacterized and does not fit into the defined categories of biosynthetic functions, transport, or regulation."
PF14257,other,no,"The description does not indicate a specific biosynthetic function, modification, transport, or regulation role."
PF14258,other,no,"The domain is part of the glutaminase superfamily and suggests an enzymatic function, but does not directly relate to biosynthetic processes or resistance."
PF14261,other,no,The domain is not specifically linked to biosynthetic functions or resistance.
PF14262,other,no,"The domain is a binding protein related to cellulose and acid-sugar, not directly involved in biosynthesis or resistance."
PF14263,other,no,The domain is not directly related to biosynthetic functions or resistance.
PF14264,tailoring,no,"The domain is involved in glucosyl transfer, which is a chemical modification of the product scaffold."
