pfam_id,clan_id,description
PF23280,CL0020,Fungal tetratrico peptide repeats
PF23281,CL0356,Dynein axonemal assembly factor 9 N-terminal domain
PF23282,CL0123,"Disease resistance protein Roq1-like, winged-helix domain"
PF23283,,"Uromodulin-like, D8C domain"
PF23284,CL0010,"Transcription elongation factor SPT5, second KOW domain"
PF23285,,Domain of unknown function (DUF7078)
PF23286,CL0022,"Disease resistance protein RPS4B-like, leucine-rich repeats"
PF23287,CL0010,"Transcription elongation factor SPT5, seventh KOW domain"
PF23288,CL0010,"Transcription elongation factor SPT5, sixth KOW domain "
PF23289,CL0743,"Guanine nucleotide exchange factor DBS-like, spectrin-like"
PF23290,CL0010,"Transcription elongation factor SPT5, fifth KOW domain"
PF23291,CL0010,"Transcription elongation factor SPT5, fourth KOW domain"
PF23292,CL0831,ULTRAPETALA1 SAND domain
PF23293,,ULTRAPETALA1 zinc finger domain
PF23294,CL0459,"TopBP1/SLF1, BRCT domain"
PF23295,CL0020,Armadillo-like repeats
PF23296,,Domain of unknown function (DUF7079)
PF23297,CL0314,Domain of unknown function (DUF7080)
PF23298,CL0644,"RECK, frizzled-like domain"
PF23299,,Domain of unknown function (DUF7081)
PF23300,CL0020,"Nucleoporin nup120-like, HEAT repeats"
PF23301,CL0001,"Platelet endothelial aggregation receptor 1-like, EGF domain"
PF23302,CL0123,DNAJC9 HTH domain
PF23303,CL0020,NUP120/160 Tetratricopeptide-like repeat
PF23304,CL0159,"Bardet-Biedl syndrome 1 protein, GAE domain"
PF23305,,Domain of unknown function (DUF7082)
PF23306,CL0186,"VPS8-like, N-terminal beta propeller repeats"
PF23307,CL0003,"Kinase D-interacting substrate of 220 kDa-like, SAM domain-like"
PF23308,CL0692,THS7A/B C-terminal TSP1 domain
PF23309,CL0523,Domain of unknown function (DUF7083)
PF23310,CL0020,Plant tetratrico peptide repeats
PF23311,,Domain of unknown function (DUF7084)
PF23312,CL0214,Protein kinase SIK3 UBA domain
PF23313,,KIF14 four-helical bundle
PF23314,,TASOR alpha/beta domain
PF23315,,PEX6 fourth domain
PF23316,CL0159,DLEC1 sixth Ig-like domain
PF23317,CL0030,"Calcium channel YVC1-like, C-terminal"
PF23318,CL0266,Domain of unknown function (DUF7085)
PF23319,CL0832,DAAF9 CobW_C-like domain
PF23320,,"Polycomb protein SUZ12-like, Zn domain"
PF23321,,"ABCA1-like, C-terminal R1 regulatory domain"
PF23322,CL0487,"AH receptor-interacting protein, N-terminal FKBP-type PPIase"
PF23323,CL0743,"Kalirin-like, spectrin repeats"
PF23324,,Domain of unknown function (DUF7086)
PF23325,CL0020,"GBF1-like, tetratrico peptide repeats"
PF23326,CL0072,UBAC1 UBL-like domain
PF23327,CL0010,"ATPase MORC2, chromo domain-like"
PF23328,,Shavenoid isoform B N-terminal domain
PF23329,CL0220,EF-hand found in PLCG1
PF23330,CL0361,"CIZ1-like, C2H2-type zinc finger"
PF23331,CL0451,"VWC2L, C-terminal domain"
PF23332,,"RECK-like, CC4 domain"
PF23333,CL0451,"VWC2L-like, N-terminal domain"
PF23334,CL0451,VWC2L-like domain
PF23335,CL0186,IFT80 second beta-propeller
PF23336,CL0123,"Transcriptional regulator TbsP-like, C-terminal HTH domain"
PF23337,,PTHB1 platform domain
PF23338,,PTHB1 hairpin
PF23339,,PTHB1 C-terminal helix bundle
PF23340,CL0063,Chp1 domain II
PF23341,CL0186,PEP5/VPS11 N-terminal
PF23342,CL0186,"WDR90, 4th beta-propeller"
PF23343,CL0169,Replication-associated protein ORF2/G2P
PF23344,CL0159,ZP-N domain
PF23345,CL0833,"Nucleoporin NUP160, helical domain"
PF23346,,Integral membrane domain of unknown function (DUF7087)
PF23347,CL0020,Nup160 C-terminal TPR
PF23348,CL0268,RDM3 beta-solenoid
PF23349,,BBS7 hairpin
PF23350,,BBS2 platform domain
PF23351,,BBS2 C-terminal helix bundle
PF23352,,IFT52 central domain
PF23353,,BBS2 hairpin
PF23354,CL0020,NUP160/120 middle TPR
PF23355,CL0014,IFT52 GIFT domain
PF23356,CL0020,PEP5/VPS11 TPR
PF23357,,Domain of unknown function (DUF7088)
PF23358,CL0159,OST48 middle domain
PF23359,CL0306,Lsr2 DNA-binding domain
PF23360,CL0159,BBS7 GAE domain
PF23361,,BBS7 platform domain
PF23362,,DEAH helicase DHX37 C-terminal domain
PF23363,,Family of unknown function (DUF7089)
PF23364,,MAX effector
PF23365,CL0023,Family of unknown function (DUF7090)
PF23366,CL0186,"HVO_0234-like, beta propeller"
PF23367,,Family of unknown function (DUF7091)
PF23368,CL0266,Domain of unknown function (DUF7092)
PF23369,CL0159,Capsid protein Vp25
PF23370,CL0159,Capsid protein Vp20
PF23371,CL0159,Capsid protein Vp24
PF23372,,BBS7 C-terminal helix
PF23373,,Family of unknown function (DUF7093)
PF23374,CL0159,Archaeal fibronectin-III type-like domain
PF23375,,Family of unknown function (DUF7094)
PF23376,CL0159,"VIN3-like, fibronectin type-III domain"
PF23377,CL0186,IFT122 second beta-propeller
PF23378,,Family of unknown function (DUF7095)
PF23379,,Domain of unknown function (DUF7096)
PF23380,,"VIN3-like, C-terminal domain"
PF23381,CL0186,IFT122 first beta-propeller
PF23382,,Family of unknown function (DUF7097)
PF23383,CL0186,IFT140 first beta-propeller
PF23384,,Family of unknown function (DUF7098)
PF23385,CL0186,IFT140 second beta-propeller
PF23386,CL0833,"NPP-6, helical domain"
PF23387,CL0020,IFT80/172/WDR35/WDR19 TRP domain
PF23388,CL0186,Domain of unknown function (DUF7099)
PF23389,CL0186,WDR19 first beta-propeller
PF23390,CL0186,WDR35 second beta-propeller
PF23391,,Domain of unknown function (DUF7100)
PF23392,,Domain of unknown function (DUF7101)
PF23393,CL0186,"WDR90/POC16, second beta-propeller"
PF23394,CL0236,Domain of unknown function (DUF7102)
PF23395,CL0003,SAM-like domain
PF23396,CL0412,Family of unknown function (DUF7103)
PF23397,CL0465,Domain of unknown function (DUF7104)
PF23398,,"FAZ1, conserved domain"
PF23399,,LTI65/LTI78 PGEED repeat
PF23400,CL0236,Card1 CARF domain
PF23401,CL0123,Card1 hinge domain
PF23402,,LTI65/LTI78 NYQTKV repeat
PF23403,,LTI65/LTI78 CAP160 N-terminal
PF23404,,"FAZ1, C-terminal"
PF23405,CL0186,"APC4, WD40 domain C-terminal half"
PF23406,,ZNF380 coiled-coil
PF23407,CL0186,"Apc4 WD40 domain C-terminal half, fungal"
PF23408,CL0836,TMEM126-like protein
PF23409,CL0186,Echinoderm microtubule-associated protein first beta-propeller
PF23410,CL0186,Vps8 beta-propeller
PF23411,CL0186,Vps42 beta-propeller
PF23412,CL0229,Vps8 RING zinc finger
PF23413,CL0229,"Vps8 RING zinc finger, fungal"
PF23414,CL0186,Echinoderm microtubule-associated protein second beta-propeller
PF23415,CL0023,Microtubule-associated protein 1B N-terminal
PF23416,CL0621,Domain of unknown function (DUF7107)
PF23417,,STING transmembrane domain
PF23418,,Domain of unknown function (DUF7108)
PF23419,CL0186,E3 ubiquitin-protein ligase RFWD3 WD40 domain
PF23420,,"DUF7108, C-terminal domain"
PF23421,,Family of unknown function (DUF7109)
PF23422,,Family of unknown function (DUF7110)
PF23423,,Family of unknown function (DUF7111)
PF23424,,Family of unknown function (DUF7112)
PF23425,,Family of unknown function (DUF7113)
PF23426,,Family of unknown function (DUF7114)
PF23427,CL0001,EGF-like domain
PF23428,,Domain of unknown function (DUF7115)
PF23429,,Family of unknown function (DUF7116)
PF23430,,Family of unknown function (DUF7117)
PF23431,,Broad-minded protein N-terminal domain
PF23432,,Domain of unknown function (DUF7118)
PF23433,CL0123,Family of unknown function (DUF7119)
PF23434,,Family of unknown function (DUF7120)
PF23435,,Family of unknown function (DUF7121)
PF23436,CL0816,RabGAP TBC domain
PF23437,,Family of unknown function (DUF7122)
PF23438,CL0123,Domain of unknown function (DUF7123)
PF23439,,Domain of unknown function (DUF7124)
PF23440,CL0816,Broad-minded protein Rab TBC domain
PF23441,CL0063,SDR-like rossmann domain
PF23442,CL0023,Family of unknown function (DUF7125)
PF23443,CL0063,Family of unknown function (DUF7126)
PF23444,CL0190,Family of unknown function (DUF7127)
PF23445,CL0123,Winged Helix-turn-helix domain
PF23446,CL0187,NFP/LYK LysM1 domain
PF23447,CL0361,Domain of unknown function (DUF7128)
PF23448,CL0659,CFAP184 CAP-like domain
PF23449,CL0202,CFAP184 CBM-like domain
PF23450,,KIAA2026 helical domain
PF23451,CL0167,PaaD zinc beta ribbon domain
PF23452,,Hydroxyproline O-arabinosyltransferase family
PF23454,CL0167,Transcriptional regulator Brz zinc beta ribbon domain
PF23455,CL0167,Domain of unknown function (DUF7129)
PF23456,CL0021,Cold shock domain-containing protein E1 CSD domain
PF23457,CL0187,NFP LysM2 domain
PF23458,CL0167,Domain of unknown function (DUF7130)
PF23459,CL0021,RRP5 S1 domain
PF23460,,ZMYND8 protein coiled-coil
PF23461,,ZMYND11 protein coiled-coil
PF23462,CL0187,NFP LysM3 domain
PF23463,CL0783,WWE domain
PF23464,CL0783,WWE domain
PF23465,,Domain of unknown function (DUF7131)
PF23466,CL0783,WWE domain
PF23467,CL0783,WWE domain
PF23468,CL0020,Plastid division regulator alpha solenoid domain
PF23469,CL0007,KH-domain
PF23470,CL0167,PF0610 rubredoxin-like zinc beta-ribbon domain
PF23471,,"Cap15, TM helices"
PF23472,CL0187,LYK3/4/5 LysM2 domain
PF23473,CL0187,LYK4/5 LysM3 domain
PF23474,CL0247,Anti-CBASS protein Acb1
PF23475,CL0839,FmdE treble clef zinc finger
PF23476,,Family of unknown function (DUF7132)
PF23477,CL0839,Probable treble clef zinc finger
PF23478,,YKL104W-A
PF23479,,Apicomplexa microprotein
PF23480,,YGL204C
PF23481,CL0159,TMEM132 second Ig-like domain
PF23482,,YLR146W-A
PF23483,,Apicomplexa microprotein
PF23484,,YBR126W-A
PF23485,,YBR230W-A
PF23486,CL0159,TMEM132 fifth domain
PF23487,CL0159,TMEM132 sixth domain
PF23488,,YKL065W-A
PF23489,,V-type proton ATPase subunit f-like
PF23490,,ZCCHC24 C-terminal domain
PF23491,CL0266,SunI-like bacterial PH domain
PF23492,CL0266,Bacterial PH domain
PF23493,,Cysteinyl-tRNA ligase anticodon binding domain
PF23494,CL0266,YqeB-like bacterial PH domain
PF23495,,YbgU
PF23496,,Apicomplexa microprotein
PF23497,,YmiD
PF23498,,MgtT
PF23499,,YnfU
PF23500,CL0186,Domain of unknown function (DUF7133)
PF23501,,Apicomplexa microprotein
PF23502,,YdgV
PF23503,,Apicomplexa small protein domain
PF23504,,YodE
PF23505,,YqgG
PF23506,,YqgH
PF23507,,YqiM
PF23508,,MBB1
PF23509,CL0026,"MSMEG_3727, PQQ-associated"
PF23510,,Apicomplexa microprotein
PF23511,,Apicomplexa microprotein
PF23512,,Apicomplexa microprotein
PF23513,,Apicomplexa microprotein
PF23514,,YhiY
PF23515,,YibY
PF23516,,YthB
PF23517,CL0680,TCERG1 WW domain
PF23518,CL0680,WW domain
PF23519,,Apicomplexa microprotein
PF23520,,Apicomplexa microprotein
PF23521,,YKL023C-A
PF23522,,Apicomplexa microprotein
PF23523,,Apicomplexa microprotein
PF23524,CL0202,MGAT4A C-terminal domain
PF23525,CL0063,AprA MT2-like domain
PF23526,CL0123,AprA N-terminal domain
PF23527,,Apicomplexa microprotein
PF23528,,Apicomplexa microprotein
PF23529,,Apicomplexa microprotein
PF23530,,YHR052C-B
PF23531,,Apicomplexa microprotein
PF23532,,Apicomplexa microprotein
PF23533,,Apicomplexa microprotein
PF23534,,Apicomplexa microprotein
PF23535,,Apicomplexa microprotein
PF23536,,TraK C-terminal domain
PF23537,,Apicomplexa microprotein
PF23538,CL0104,Teneurin antibiotic-binding-like domain
PF23539,,Domain of unknown function (DUF7134)
PF23540,,DesK N-terminal domain
PF23541,CL0164,Corticotropin-releasing factor binding protein C-terminal domain
PF23542,CL0408,Domain of unknown function (DUF1512) C-terminal
PF23543,,DUF6688 C-terminal domain
PF23544,,AtuA ferredoxin-like domain
PF23545,CL0167,HMPTM N-terminal zinc ribbon domain
PF23546,CL0167,DNA topoisomerase 3-beta zinc ribbon domain
PF23547,CL0167,FORGETTER1 first zinc ribbon domain
PF23548,CL0167,FORGETTER1 second zinc ribbon domain
PF23549,CL0167,GRF-like zinc ribbon domain
PF23550,CL0839,DNA repair protein rhp7 treble clef domain
PF23551,CL0167,Zinc beta-ribbon domain
PF23552,,ParB dimerisation domain
PF23553,CL0020,NELF-A N-terminal domain
PF23554,CL0020,Dedicator of cytokinesis (DOCK) TPR region
PF23555,CL0229,Vps41 C-terminal RING finger domain
PF23556,CL0020,Vps41 TPR-like region
PF23557,CL0020,Leprecan family TPR-like repeat region
PF23558,CL0020,Prolyl 4-hydroxylase peptide-substrate-binding domain
PF23559,CL0123,Disease resistance protein Winged helix domain
PF23560,CL0202,Hemicentin galactose-binding domain-like
PF23561,CL0361,C2H2 zinc finger
PF23562,CL0531,AMP-binding enzyme C-terminal domain
PF23563,CL0402,TRIP13 N-terminal domain
PF23564,CL0220,"Follistatin-related protein 1, EF-hand domain pair"
PF23565,CL0020,"Transport and Golgi organization protein 6 homolog, ARM-like repeat"
PF23566,CL0237,RTG2 C-terminal domain
PF23567,CL0072,"Isoleucine--tRNA ligase, cytoplasmic, ubiquitin-like"
PF23568,CL0020,"E3 ubiquitin-protein ligase LIN-like, ARM repeat"
PF23569,CL0023,SMAX1 nucleotide binding domain
PF23570,CL0229,"Histone acetyltransferase p300-like, PHD domain"
PF23571,,GH3 family central domain
PF23572,,GH3 family C-terminal domain
PF23573,CL0361,PRDM15 C2H2 zinc finger domain
PF23574,CL0361,Zinc finger protein 142 C2H2 domain
PF23575,,"Protein jagged-1-like, predicted ferredoxin-like domain"
PF23576,,Helicase SEN1 beta-barrel domain
PF23577,CL0187,LysM domain
PF23578,,Diacylglycerol kinase iota-like domain
PF23579,CL0020,"Tubulin-specific chaperone D-like, ARM repeat"
PF23580,CL0361,"XIAP-associated factor 1-like, N-terminal zinc finger"
PF23581,CL0266,Domain of unknown function (DUF7135)
PF23582,CL0123,RGF3 winged helix domain
PF23583,CL0220,"PLCG2-like, EF-hand"
PF23584,,Domain of unknown function (DUF7136)
PF23585,,Domain of unknown function (DUF7137)
PF23586,CL0186,NWD2 C-terminal beta-propeller
PF23587,CL0010,"Kalirin, SH3"
PF23588,CL0123,ATP-dependent helicase hrp3-like HTH domain 
PF23589,CL0123,AprA winged helix domain
PF23590,CL0020,"CCR4-NOT transcription complex subunit 1, NOT1_connector"
PF23591,CL0287,Cartilage intermediate layer protein 1-like domain
PF23592,CL0159,"CELSR2-like, ninth cadherin domain"
PF23593,CL0020,"Serine/threonine-protein kinase ATR-like, HEAT repeats"
PF23594,,26S proteasome regulatory subunit RPN11 C-terminal domain
PF23596,CL0072,Domain of unknown function (DUF7138)
PF23597,CL0168,Dyslexia-associated protein KIAA0319 N-terminal domain
PF23598,CL0022,Leucine-rich repeat region
PF23599,,"Cartilage intermediate layer protein 1-like, C-terminal"
PF23600,,Domain of unknown function (DUF7139)
PF23601,,Domain of unknown function (DUF7140)
PF23602,CL0190,"Dynein axonemal assembly factor 11-like, CS domain"
PF23603,CL0072,"Telomere repeat-binding protein 1-like, ubiquitin-like domain"
PF23604,CL0159,"TRAPPC10-like, immunoglobulin-like"
PF23605,,"1,3-beta-glucan synthase component FKS1, second domain"
PF23606,CL0020,"Serine/threonine-protein kinase ULK4-like, HEAT repeats"
PF23607,CL0841,"Tyrosine-protein kinase Wzc, N-terminal domain"
PF23608,CL0159,ILCR1 Ig-like domain
PF23609,CL0186,EIPR1 beta-propeller
PF23610,,VWA7 beta-sandwich domain 
PF23611,CL0361,C2H2 zinc finger
PF23612,CL0361,ZN142 C2H2 zinc finger
PF23613,,ELP3 N-terminal domain
PF23614,CL0010,Domain of unknown function (DUF7141)
PF23615,CL0010,MIT1 Chromo domain
PF23616,CL0159,GEX2 N-terminal Ig-like domain
PF23617,CL0220,EF-hand
PF23618,CL0840,"Bacteriophage T4 gp9/10-like protein, C-terminal"
PF23619,CL0159,VWA7 Ig-like domain   
PF23620,,KIAA0319 C-terminal domain
PF23621,,BP74 N-terminal domain
PF23622,CL0022,"At1g61320/AtMIF1, LRR domain"
PF23623,CL0202,IRG7 N-terminal galactose binding domain
PF23624,CL0840,"ORF68-like, C-terminal domain"
PF23625,CL0702,Ubiquitin interaction motif
PF23626,,aECM cysteine-cradle domain
PF23627,CL0561,WDR26 Lis-homology motif
PF23628,CL0020,"Putative E3 ubiquitin-protein ligase LIN, ARM-like domain"
PF23629,CL0041,MAP kinase-activating death domain protein death domain
PF23630,CL0041,Tumor Necrosis Factor Receptor Superfamily Member 11B death domain
PF23631,,Domain of unknown function (DUF7143)
PF23632,CL0306,RNF34/RFFL SAP domain
PF23633,CL0266,Guanine-nucleotide exchange factor YEL1 PH domain
PF23634,CL0266,CERLI1-like PH domain
PF23635,CL0186,"F-box protein AT5G49610-like, beta-propeller"
PF23636,,Domain of unknown function (DUF7144)
PF23637,,SH3BP4 C-terminal helical domain
PF23638,CL0541,Domain of unknown function (DUF7145)
PF23639,CL0748,Domain of unknown function (DUF7146)
PF23640,CL0842,SH3BP4 UPA domain
PF23641,,YmcF-like
PF23642,,YnhH-like
PF23643,CL0159,"Trafficking protein particle complex subunit 13, C-terminal"
PF23644,,YpeD-like
PF23645,CL0159,TRAPP trafficking subunit Trs65 IgD1
PF23646,CL0159,TRAPP trafficking subunit Trs65 IgD2
PF23647,CL0159,"Trafficking protein particle complex subunit 13, middle domain"
PF23648,,Domain of unknown function (DUF7147)
PF23649,,FK506-binding protein 15-like domain
PF23650,,Domain of unknown function (DUF7148)
PF23651,CL0389,BTBD17 TRAF domain
PF23652,CL0159,TRAPP14 C-terminal
PF23653,CL0236,Domain of unknown function (DUF7149)
PF23654,CL0020,"E3 ubiquitin-protein ligase LIN-like, ARM repeat"
PF23655,CL0491,LYR motif containing domain
PF23657,,Domain of unknown function (DUF7151)
PF23658,CL0466,CPAF-like PDZ domain
PF23659,,E3 UFM1-protein ligase 1-like domain
PF23660,,NOMO eighth prealbumin-like domain
PF23661,,SHMOOSE
PF23662,,Domain of unknown function (DUF7152)
PF23663,CL0229,SCAN domain-containing protein 3-like zinc finger
PF23664,CL0159,"Nucleoporin pom152-like, immunoglobulin-like domain"
PF23665,CL0164,CDCP1 CUB domain
PF23666,,"Host specificity protein-like, C-terminal"
PF23667,CL0164,CDCP1 CUB domain
PF23668,CL0164,CDCP1 CUB domain
PF23669,CL0123,"DNA replication licensing factor MCM2-like, winged-helix domain"
PF23670,,PIGBOS1-like
PF23671,CL0123,HTH 3-helical bundle 
PF23672,CL0032,Domain of unknown function (DUF7153)
PF23673,,Domain of unknown function (DUF7154)
PF23674,CL0274,RYYR-CCHC domain
PF23675,,YciZ-like
PF23676,,Protein YnaM-like
PF23677,,Protein YnaL-like
PF23678,,YqhI-like
PF23679,CL0842,UPA-FIIND domain
PF23680,,YecU-like
PF23681,,"ATP-dependent rRNA helicase SPB4-like, C-terminal tail"
PF23682,,ORF28
PF23683,,U exon
PF23684,,ORF20A
PF23685,,YtiC-like
PF23686,,YkiC-like
PF23687,,YkiD-like
PF23688,,YlcJ-like
PF23689,,YldA-like
PF23690,,YqfI-like
PF23691,,YmgL-like
PF23692,,YmjE-like
PF23693,,YmgM
PF23694,,YmiC-like
PF23695,,YncO
PF23696,,YneP
PF23697,,YnfS
PF23698,,ORF29-like
PF23699,,PAR-amplifying and CtIP-maintaining micropeptide
PF23700,,YsdD
PF23701,,Micropeptide inhibiting actin cytoskeleton
PF23702,CL0020,"ECM29, ARM-like repeats"
PF23703,,"DExH-box ATP-dependent RNA helicase DExH18, N-terminal"
PF23704,CL0123,"General transcription factor 3C polypeptide 1, winged-helix domain"
PF23705,,RxLR effector
PF23706,,Rv1893-like
PF23707,,P116-like protein
PF23708,,Cartilage intermediate layer protein 1-like domain
PF23709,,Mycofactocin precursor peptide
PF23710,,Family of unknown function (DUF7155)
PF23711,,Family of unknown function (DUF7156)
PF23712,CL0573,Monkey King C-terminal KA1 domain
PF23713,CL0123,Egalitarian winged helix domain
PF23714,,"Carboxypeptidase Rv3627c-like, N-terminal domain"
PF23715,,Family of unknown function (DUF7157)
PF23716,,Family of unknown function (DUF7158)
PF23717,,Family of unknown function (DUF7159)
PF23718,,Family of unknown function (DUF7160)
PF23719,,Antitoxin VapB-like
PF23720,,Family of unknown function (DUF7161)
PF23721,,Family of unknown function (DUF7162)
PF23722,CL0159,DEX1 beta-sandwich
PF23723,CL0020,"Erythroid differentiation-related factor 1-like, TPR repeats"
PF23724,CL0041,"Caspase-8, second domain"
PF23725,CL0041,"Caspase-8, N-terminal domain"
PF23726,CL0186,RSE1/DDB1/CPSF1 second beta-propeller
PF23727,CL0186,FAM234A/B beta-propeller
PF23728,CL0395,Tubby C-terminal like domain
PF23729,CL0743,"Dystrophin-1-like, spectrin repeat"
PF23730,,Cartilage intermediate layer protein 1-like domain
PF23731,CL0020,"ECM29, C-terminal ARM-like repeats"
